time,open,high,low,close,Volume
2021/5/20,109.2,109.31,108.75,108.76,170378
2021/5/21,108.76,109,108.61,108.91,154661
2021/5/24,108.88,109,108.7,108.73,138492
2021/5/25,108.73,109.07,108.56,108.75,170014
2021/5/26,108.75,109.18,108.72,109.14,151543
2021/5/27,109.14,109.92,109.04,109.75,174450
2021/5/28,109.75,110.2,109.74,109.82,155612
2021/5/31,109.77,109.94,109.35,109.53,100899
2021/6/1,109.53,109.71,109.33,109.47,130056
2021/6/2,109.47,109.88,109.39,109.52,113320
2021/6/3,109.52,110.32,109.52,110.26,119603
2021/6/4,110.26,110.33,109.36,109.48,137076
2021/6/7,109.59,109.64,109.19,109.24,109195
2021/6/8,109.24,109.56,109.2,109.48,120006
2021/6/9,109.48,109.66,109.22,109.6,95606
2021/6/10,109.6,109.8,109.31,109.31,141408
2021/6/11,109.31,109.84,109.3,109.66,106870
2021/6/14,109.62,110.1,109.6,110.06,111775
2021/6/15,110.06,110.17,109.99,110.01,104881
2021/6/16,110.01,110.72,109.8,110.71,151940
2021/6/17,110.71,110.82,110.16,110.16,164280
2021/6/18,110.16,110.48,109.94,110.21,164006
2021/6/21,110.21,110.35,109.72,110.3,175387
2021/6/22,110.3,110.79,110.21,110.61,121143
2021/6/23,110.61,111.11,110.58,110.95,131414
2021/6/24,110.95,111.12,110.69,110.84,137606
2021/6/25,110.84,110.98,110.48,110.78,119036
2021/6/28,110.76,110.98,110.5,110.59,119875
2021/6/29,110.59,110.76,110.43,110.47,123893
2021/6/30,110.47,111.12,110.42,111.1,151297
2021/7/1,111.1,111.64,111.03,111.51,126511
2021/7/2,111.51,111.66,110.95,111.02,137714
2021/7/5,110.95,111.19,110.8,110.95,117736
2021/7/6,110.95,110.98,110.52,110.6,134023
2021/7/7,110.6,110.81,110.39,110.6,167515
2021/7/8,110.6,110.67,109.53,109.75,191254
2021/7/9,109.75,110.26,109.66,110.11,143099
2021/7/12,110.11,110.4,109.98,110.33,79214
2021/7/13,110.33,110.65,110.2,110.62,106655
2021/7/14,110.62,110.7,109.93,109.94,109193
2021/7/15,109.94,110.09,109.71,109.81,110136
2021/7/16,109.81,110.34,109.73,110.03,97770
2021/7/19,110.01,110.1,109.06,109.43,135997
2021/7/20,109.43,109.96,109.33,109.84,151023
2021/7/21,109.84,110.39,109.78,110.28,117961
2021/7/22,110.28,110.36,110.01,110.12,132019
2021/7/23,110.12,110.59,110.08,110.5,132092
2021/7/26,110.45,110.58,110.12,110.37,156833
2021/7/27,110.37,110.39,109.58,109.77,154548
2021/7/28,109.77,110.29,109.73,109.91,186513
2021/7/29,109.91,109.95,109.42,109.46,159673
2021/7/30,109.46,109.83,109.36,109.69,145970
2021/8/2,109.69,109.77,109.19,109.3,121626
2021/8/3,109.3,109.34,108.88,109.02,141296
2021/8/4,109.02,109.68,108.72,109.48,157965
2021/8/5,109.48,109.79,109.4,109.76,143736
